0.log,1.log,2.log,3.log,4.log,5.log,6.log,7.log,8.log,9.log,10.log,11.log,12.log,13.log,14.log,15.log,16.log,17.log,18.log,19.log,20.log,,,0.log,1.log,2.log,3.log,4.log,5.log,6.log,7.log,8.log,9.log,10.log,11.log,12.log,13.log,14.log,15.log,16.log,17.log,18.log,19.log,20.log
32546937,32588833,32750786,33056613,35447991,37175321,37318448,38894686,45601073,57221713,229402440,238059376,243955584,244060028,247841286,250611591,251479157,258019570,269136660,461236458,514891370,,,32546937,32588833,32750786,33056613,35447991,37175321,37318448,38894686,45601073,57221713,229402440,238059376,243955584,244060028,247841286,250611591,251479157,258019570,269136660,461236458,514891370
32547210,32588967,32751700,33061597,35453333,37178300,37319614,38922180,45656878,57422944,229470193,238082487,244043200,244089478,247848410,250614827,251488136,258029942,269288857,461325992,516687662,,,32547210,32588967,32751700,33061597,35453333,37178300,37319614,38922180,45656878,57422944,229470193,238082487,244043200,244089478,247848410,250614827,251488136,258029942,269288857,461325992,516687662
32547641,32589180,32753447,33070751,35463920,37188385,37321488,38942092,45721363,57456700,229488462,238114641,244047061,244112242,247868601,250655981,251514672,258053412,269359313,461518436,521666234,,,32547641,32589180,32753447,33070751,35463920,37188385,37321488,38942092,45721363,57456700,229488462,238114641,244047061,244112242,247868601,250655981,251514672,258053412,269359313,461518436,521666234
32547809,32589227,32755298,33076339,35473695,37193378,37337954,38966274,45740318,57478418,229706562,238141676,244055146,244122374,247890317,250797223,251545184,258087902,269457261,461838047,529522095,,,32547809,32589227,32755298,33076339,35473695,37193378,37337954,38966274,45740318,57478418,229706562,238141676,244055146,244122374,247890317,250797223,251545184,258087902,269457261,461838047,529522095
32548045,32589278,32755446,33076495,35482069,37197544,37340393,38973588,45952973,57569132,229883562,238189843,244086060,244135467,247909474,250812840,251551284,258164046,269730679,461879185,535194043,,,32548045,32589278,32755446,33076495,35482069,37197544,37340393,38973588,45952973,57569132,229883562,238189843,244086060,244135467,247909474,250812840,251551284,258164046,269730679,461879185,535194043
32548404,32590366,32755680,33077295,35487782,37197580,37353116,38975729,46210512,57574799,230624902,238220454,244093882,244243412,247945336,250835292,251578299,258194093,269940176,461892380,537660591,,,32548404,32590366,32755680,33077295,35487782,37197580,37353116,38975729,46210512,57574799,230624902,238220454,244093882,244243412,247945336,250835292,251578299,258194093,269940176,461892380,537660591
32548561,32590443,32758528,33080234,35520025,37220485,37360123,38990732,46242842,57575909,230972520,238247645,244139028,244257417,247983995,250885748,251632135,258233189,270350593,461917625,541396632,,,32548561,32590443,32758528,33080234,35520025,37220485,37360123,38990732,46242842,57575909,230972520,238247645,244139028,244257417,247983995,250885748,251632135,258233189,270350593,461917625,541396632
32548636,32590499,32758581,33081445,35526056,37221543,37362042,39104361,46381282,57587783,231083933,238425971,244178510,244257948,248029808,250902040,251644447,258450736,270734514,461975374,545053808,,,32548636,32590499,32758581,33081445,35526056,37221543,37362042,39104361,46381282,57587783,231083933,238425971,244178510,244257948,248029808,250902040,251644447,258450736,270734514,461975374,545053808
32549008,32591380,32759151,33089985,35527369,37243828,37363786,39109418,46493030,57748596,231584856,238446840,244217172,244263904,248050113,250909087,251657821,258649129,270933872,462132002,595899926,,,32549008,32591380,32759151,33089985,35527369,37243828,37363786,39109418,46493030,57748596,231584856,238446840,244217172,244263904,248050113,250909087,251657821,258649129,270933872,462132002,595899926
32549073,32591814,32759623,33092177,35528968,37251371,37376036,39126491,46731602,57864585,231762898,238613130,244247349,244278402,248081254,250949501,251704893,258654860,270983387,462357980,597164033,,,32549073,32591814,32759623,33092177,35528968,37251371,37376036,39126491,46731602,57864585,231762898,238613130,244247349,244278402,248081254,250949501,251704893,258654860,270983387,462357980,597164033
32549176,32592914,32761269,33092268,35535342,37263085,37388465,39133408,46750215,57871177,231764566,238649822,244251529,244300141,248106909,250956166,251889885,259537761,271496880,462843941,612050164,,,32549176,32592914,32761269,33092268,35535342,37263085,37388465,39133408,46750215,57871177,231764566,238649822,244251529,244300141,248106909,250956166,251889885,259537761,271496880,462843941,612050164
32549388,32593187,32763357,33092680,35543038,37279415,37394268,39150465,47044941,57885279,231886046,238654708,244255169,244315312,248155406,250972524,251948138,259768514,272053476,462889274,646841326,,,32549388,32593187,32763357,33092680,35543038,37279415,37394268,39150465,47044941,57885279,231886046,238654708,244255169,244315312,248155406,250972524,251948138,259768514,272053476,462889274,646841326
32549557,32593778,32763964,33099279,35545334,37285412,37399246,39161970,47229593,57921233,232066786,238696266,244261966,244349129,248156847,250973653,251952011,260369549,272117256,463077767,649646400,,,32549557,32593778,32763964,33099279,35545334,37285412,37399246,39161970,47229593,57921233,232066786,238696266,244261966,244349129,248156847,250973653,251952011,260369549,272117256,463077767,649646400
32549599,32593884,32766422,33103731,35553637,37288445,37411912,39227222,47238549,57934892,232081543,238783477,244287258,244351664,248186368,250988747,251984782,260389593,272141917,463316011,660950215,,,32549599,32593884,32766422,33103731,35553637,37288445,37411912,39227222,47238549,57934892,232081543,238783477,244287258,244351664,248186368,250988747,251984782,260389593,272141917,463316011,660950215
32549661,32594393,32766601,33106916,35554432,37293719,37417404,39234130,47265005,57970128,232222483,238815229,244299911,244363967,248247149,251013903,251995053,260744846,273225237,463678633,661346891,,,32549661,32594393,32766601,33106916,35554432,37293719,37417404,39234130,47265005,57970128,232222483,238815229,244299911,244363967,248247149,251013903,251995053,260744846,273225237,463678633,661346891
32549666,32595654,32768947,33110106,35558032,37299409,37417997,39252963,47274029,58008844,232263586,238835287,244400195,244380774,248291919,251049540,252051605,260757820,273423034,463801805,662726950,,,32549666,32595654,32768947,33110106,35558032,37299409,37417997,39252963,47274029,58008844,232263586,238835287,244400195,244380774,248291919,251049540,252051605,260757820,273423034,463801805,662726950
32549699,32595709,32769287,33110165,35580971,37311812,37447292,39285601,47298861,58154363,232278402,238866440,244446085,244409631,248293560,251050112,252062511,260796912,274859901,464007116,662909001,,,32549699,32595709,32769287,33110165,35580971,37311812,37447292,39285601,47298861,58154363,232278402,238866440,244446085,244409631,248293560,251050112,252062511,260796912,274859901,464007116,662909001
32549853,32595939,32769832,33118812,35603193,37320623,37475987,39314737,47374616,58227603,232346244,239096297,244449456,244504545,248340532,251093726,252091728,260895587,275286673,464046010,664948041,,,32549853,32595939,32769832,33118812,35603193,37320623,37475987,39314737,47374616,58227603,232346244,239096297,244449456,244504545,248340532,251093726,252091728,260895587,275286673,464046010,664948041
32550004,32596383,32769888,33126538,35620794,37320787,37484985,39323861,47551033,58324127,232410114,239146578,244465251,244525324,248345458,251104567,252159877,260960097,275735245,464047708,664966500,,,32550004,32596383,32769888,33126538,35620794,37320787,37484985,39323861,47551033,58324127,232410114,239146578,244465251,244525324,248345458,251104567,252159877,260960097,275735245,464047708,664966500
32550244,32596976,32770102,33133386,35621412,37324413,37504459,39327070,47551721,58384020,232476855,239962690,244509258,244532835,248354726,251152253,252162998,261134994,276946099,464093004,665085283,,,32550244,32596976,32770102,33133386,35621412,37324413,37504459,39327070,47551721,58384020,232476855,239962690,244509258,244532835,248354726,251152253,252162998,261134994,276946099,464093004,665085283
32550450,32597848,32770693,33154134,35633681,37329487,37506948,39334370,47587080,58607927,232494109,239966011,244512516,244589595,248382249,251185459,252164214,261304962,277524779,464307966,666038205,,,32550450,32597848,32770693,33154134,35633681,37329487,37506948,39334370,47587080,58607927,232494109,239966011,244512516,244589595,248382249,251185459,252164214,261304962,277524779,464307966,666038205
32550633,32598661,32771659,33161810,35642881,37340955,37509600,39348051,47696808,58609483,232512825,240006101,244576634,244591833,248589471,251188548,252168966,261748935,293907757,464579846,666327521,,,32550633,32598661,32771659,33161810,35642881,37340955,37509600,39348051,47696808,58609483,232512825,240006101,244576634,244591833,248589471,251188548,252168966,261748935,293907757,464579846,666327521
32550911,32599240,32772483,33163771,35648967,37346901,37514100,39349358,47725451,59360552,232765824,240025625,244578693,244609299,248590816,251274750,252174661,261957547,295948007,464752548,666526130,,,32550911,32599240,32772483,33163771,35648967,37346901,37514100,39349358,47725451,59360552,232765824,240025625,244578693,244609299,248590816,251274750,252174661,261957547,295948007,464752548,666526130
32550919,32600411,32772513,33165443,35653249,37364861,37519123,39351852,47795116,59667210,233173419,240101110,244586166,244609586,248617255,251279413,252225453,262191573,296277525,465369252,666831379,,,32550919,32600411,32772513,33165443,35653249,37364861,37519123,39351852,47795116,59667210,233173419,240101110,244586166,244609586,248617255,251279413,252225453,262191573,296277525,465369252,666831379
32551015,32600711,32774826,33167765,35678863,37365757,37526954,39357225,47871358,59706866,233199248,240117689,244651065,244614005,248634813,251297192,252250508,262273426,296311873,465720931,667557185,,,32551015,32600711,32774826,33167765,35678863,37365757,37526954,39357225,47871358,59706866,233199248,240117689,244651065,244614005,248634813,251297192,252250508,262273426,296311873,465720931,667557185
32551065,32601669,32777325,33178428,35688980,37366748,37530963,39366931,47872317,59713463,233389360,240190975,244737944,244696268,248682409,251317908,252305379,262347728,297069875,466839568,668079444,,,32551065,32601669,32777325,33178428,35688980,37366748,37530963,39366931,47872317,59713463,233389360,240190975,244737944,244696268,248682409,251317908,252305379,262347728,297069875,466839568,668079444
32551100,32602112,32778687,33182683,35690468,37367383,37535561,39384804,47878988,59859588,233412142,240215436,244812338,244699079,248684520,251340632,252330686,262516651,297264203,466844995,668155348,,,32551100,32602112,32778687,33182683,35690468,37367383,37535561,39384804,47878988,59859588,233412142,240215436,244812338,244699079,248684520,251340632,252330686,262516651,297264203,466844995,668155348
32551489,32602428,32779434,33195727,35699903,37367672,37545208,39387505,48022782,60183472,233485222,240227173,244856339,244772432,248714675,251487717,252406856,262546421,297266444,467000072,669342473,,,32551489,32602428,32779434,33195727,35699903,37367672,37545208,39387505,48022782,60183472,233485222,240227173,244856339,244772432,248714675,251487717,252406856,262546421,297266444,467000072,669342473
32551587,32602678,32780195,33218047,35710794,37372522,37547223,39394646,48048422,60236218,233546870,240239001,244879223,244780600,248730381,251500385,252428635,262823352,298498240,467120332,669711255,,,32551587,32602678,32780195,33218047,35710794,37372522,37547223,39394646,48048422,60236218,233546870,240239001,244879223,244780600,248730381,251500385,252428635,262823352,298498240,467120332,669711255
32551668,32603045,32781167,33260140,35716218,37373268,37547691,39406251,48073251,60305554,233585265,240309014,244929011,244835944,248750041,251527774,252454940,262909422,299729344,467180569,669796295,,,32551668,32603045,32781167,33260140,35716218,37373268,37547691,39406251,48073251,60305554,233585265,240309014,244929011,244835944,248750041,251527774,252454940,262909422,299729344,467180569,669796295
32551697,32603434,32781410,33260154,35717594,37373275,37563095,39422751,48131148,60661893,233594507,240421785,244929759,244851112,248754917,251561783,252475394,263022134,299952988,467668252,669810895,,,32551697,32603434,32781410,33260154,35717594,37373275,37563095,39422751,48131148,60661893,233594507,240421785,244929759,244851112,248754917,251561783,252475394,263022134,299952988,467668252,669810895
32551973,32603485,32781772,33262340,35728727,37373473,37570118,39445613,48158578,60758700,233648723,240439788,244974659,244869544,248770317,251574922,252478613,263201632,300168316,467960833,669889749,,,32551973,32603485,32781772,33262340,35728727,37373473,37570118,39445613,48158578,60758700,233648723,240439788,244974659,244869544,248770317,251574922,252478613,263201632,300168316,467960833,669889749
